model-cv-0,0,0.32,0.126,0.3,0.1273
model-cv-0,1,0.36,0.1157,0.37,0.1171
model-cv-0,2,0.4,0.1141,0.41,0.1121
model-cv-0,3,0.5,0.1061,0.44,0.1097
model-cv-0,4,0.56,0.1026,0.46,0.1068
model-cv-0,5,0.48,0.104,0.47,0.1046
model-cv-0,6,0.44,0.1061,0.48,0.103
model-cv-0,7,0.52,0.0973,0.49,0.1014
model-cv-0,8,0.44,0.1022,0.49,0.1017
model-cv-0,9,0.48,0.1059,0.49,0.1005
model-cv-0,10,0.56,0.0932,0.5,0.1007
model-cv-0,11,0.38,0.1184,0.5,0.0988
model-cv-0,12,0.54,0.0985,0.51,0.0979
model-cv-0,13,0.58,0.1009,0.51,0.0988
model-cv-0,14,0.6,0.1003,0.51,0.0971
model-cv-0,15,0.52,0.1103,0.52,0.0976
model-cv-0,16,0.52,0.1021,0.51,0.0973
model-cv-0,17,0.48,0.1079,0.52,0.096
model-cv-0,18,0.48,0.0986,0.52,0.0964
model-cv-0,19,0.58,0.0997,0.53,0.0958
model-cv-0,20,0.52,0.098,0.53,0.0951
model-cv-0,21,0.58,0.0969,0.53,0.0946
model-cv-0,22,0.46,0.1055,0.53,0.0953
model-cv-0,23,0.66,0.0879,0.53,0.0937
model-cv-0,24,0.56,0.091,0.53,0.0945
model-cv-0,25,0.54,0.1039,0.53,0.0937
model-cv-0,26,0.66,0.0891,0.53,0.0943
model-cv-0,27,0.66,0.0871,0.53,0.0936
model-cv-0,28,0.52,0.0969,0.54,0.093
model-cv-0,29,0.56,0.1009,0.53,0.0939
model-cv-0,30,0.5,0.1016,0.54,0.0925
model-cv-0,31,0.54,0.0978,0.54,0.0926
model-cv-0,32,0.46,0.1074,0.54,0.0926
model-cv-0,33,0.5,0.0964,0.54,0.0931
model-cv-0,34,0.56,0.104,0.55,0.0922
model-cv-0,35,0.5,0.1037,0.54,0.0924
model-cv-0,36,0.62,0.0878,0.54,0.092
model-cv-0,37,0.52,0.0968,0.53,0.0933
model-cv-0,38,0.56,0.0904,0.54,0.0923
model-cv-0,39,0.48,0.0957,0.55,0.0918
model-cv-0,40,0.54,0.0983,0.54,0.0916
model-cv-0,41,0.56,0.1048,0.55,0.0912
model-cv-0,42,0.4,0.1123,0.55,0.0909
model-cv-0,43,0.62,0.0848,0.55,0.0916
model-cv-0,44,0.56,0.0927,0.55,0.0908
model-cv-0,45,0.66,0.083,0.55,0.0906
model-cv-0,46,0.6,0.0916,0.56,0.0901
model-cv-0,47,0.56,0.0958,0.55,0.0903
model-cv-0,48,0.56,0.0923,0.56,0.0896
model-cv-0,49,0.5,0.0951,0.56,0.0897
model-cv-0,50,0.5,0.0992,0.56,0.0894
model-cv-0,51,0.6,0.0932,0.55,0.0899
model-cv-0,52,0.54,0.0964,0.56,0.0899
model-cv-0,53,0.58,0.0899,0.55,0.09
model-cv-0,54,0.52,0.099,0.56,0.0894
model-cv-0,55,0.54,0.099,0.55,0.0897
model-cv-0,56,0.58,0.0859,0.56,0.0894
model-cv-0,57,0.64,0.0896,0.56,0.0893
model-cv-0,58,0.58,0.0943,0.56,0.0895
model-cv-0,59,0.54,0.0999,0.56,0.0889
model-cv-0,60,0.52,0.0969,0.56,0.0887
model-cv-0,61,0.56,0.0933,0.56,0.0892
model-cv-0,62,0.58,0.0912,0.57,0.0883
model-cv-0,63,0.68,0.0798,0.55,0.0896
model-cv-0,64,0.48,0.1108,0.56,0.0893
model-cv-0,65,0.52,0.0974,0.56,0.0887
model-cv-0,66,0.48,0.104,0.56,0.0896
model-cv-0,67,0.48,0.0999,0.57,0.0887
model-cv-0,68,0.62,0.0898,0.56,0.0893
model-cv-0,69,0.48,0.0981,0.57,0.0889
model-cv-0,70,0.52,0.101,0.57,0.0885
model-cv-0,71,0.5,0.0988,0.55,0.0897
model-cv-0,72,0.42,0.0984,0.56,0.0889
model-cv-0,73,0.48,0.0948,0.56,0.0887
model-cv-0,74,0.44,0.1077,0.57,0.0881
model-cv-0,75,0.6,0.0888,0.56,0.0885
model-cv-0,76,0.62,0.0865,0.56,0.088
model-cv-0,77,0.6,0.0899,0.57,0.0879
model-cv-0,78,0.56,0.0926,0.56,0.0891
model-cv-0,79,0.48,0.0985,0.56,0.0889
model-cv-0,80,0.52,0.096,0.57,0.0886
model-cv-0,81,0.68,0.091,0.57,0.0878
model-cv-0,82,0.6,0.0867,0.56,0.089
model-cv-0,83,0.54,0.0981,0.56,0.0887
model-cv-0,84,0.6,0.0963,0.56,0.0889
model-cv-0,85,0.54,0.0984,0.56,0.0886
model-cv-0,86,0.48,0.0927,0.55,0.0896
model-cv-0,87,0.48,0.1127,0.56,0.0886
model-cv-0,88,0.6,0.0939,0.56,0.0895
model-cv-0,89,0.52,0.0994,0.56,0.0889
model-cv-0,90,0.64,0.0884,0.56,0.0887
model-cv-0,91,0.58,0.0954,0.56,0.0887
model-cv-0,92,0.54,0.0964,0.57,0.0882
model-cv-0,93,0.54,0.0868,0.56,0.0885
model-cv-0,94,0.62,0.0912,0.57,0.0885
model-cv-0,95,0.52,0.0965,0.56,0.0892
model-cv-0,96,0.64,0.0884,0.57,0.0885
model-cv-0,97,0.58,0.092,0.57,0.0881
model-cv-0,98,0.62,0.097,0.56,0.089
model-cv-0,99,0.62,0.0993,0.57,0.0881
model-cv-0,100,0.54,0.0969,0.56,0.089
model-cv-0,101,0.58,0.0935,0.56,0.0884
model-cv-0,102,0.48,0.0947,0.57,0.0878
model-cv-0,103,0.62,0.0891,0.56,0.0888
model-cv-0,104,0.66,0.0864,0.57,0.0882
model-cv-0,105,0.56,0.0855,0.56,0.089
model-cv-0,106,0.5,0.0994,0.56,0.0884
model-cv-0,107,0.6,0.0921,0.57,0.0881
model-cv-0,108,0.56,0.0851,0.56,0.0894
model-cv-0,109,0.52,0.0991,0.57,0.088
model-cv-0,110,0.44,0.0974,0.57,0.0884
model-cv-0,111,0.46,0.098,0.57,0.0885
model-cv-0,112,0.54,0.0921,0.56,0.0882
model-cv-0,113,0.56,0.092,0.57,0.0877
model-cv-0,114,0.52,0.0906,0.57,0.0884
model-cv-0,115,0.5,0.0969,0.57,0.0869
model-cv-0,116,0.56,0.0925,0.56,0.0884
model-cv-0,117,0.54,0.0979,0.57,0.0883
model-cv-0,118,0.5,0.0975,0.57,0.0877
model-cv-0,119,0.52,0.0968,0.57,0.0881
model-cv-0,120,0.56,0.0881,0.57,0.0876
model-cv-0,121,0.56,0.0943,0.57,0.0884
model-cv-0,122,0.62,0.0927,0.57,0.0879
model-cv-0,123,0.58,0.0946,0.56,0.0879
model-cv-0,124,0.62,0.0788,0.56,0.0887
model-cv-0,125,0.4,0.1016,0.56,0.0879
model-cv-0,126,0.66,0.0831,0.57,0.0877
model-cv-0,127,0.54,0.0992,0.57,0.0874
model-cv-0,128,0.5,0.0939,0.56,0.0877
model-cv-0,129,0.66,0.0854,0.57,0.0877
model-cv-0,130,0.52,0.0892,0.57,0.0877
model-cv-0,131,0.6,0.0884,0.56,0.089
model-cv-0,132,0.62,0.0891,0.57,0.0875
model-cv-0,133,0.5,0.0956,0.57,0.0874
model-cv-0,134,0.6,0.0846,0.57,0.0875
model-cv-0,135,0.48,0.0955,0.57,0.087
model-cv-0,136,0.62,0.099,0.57,0.088
model-cv-0,137,0.6,0.0847,0.56,0.0886
model-cv-0,138,0.6,0.083,0.57,0.0878
model-cv-0,139,0.48,0.0939,0.57,0.0872
model-cv-0,140,0.52,0.1102,0.56,0.0884
model-cv-0,141,0.62,0.0923,0.57,0.0873
model-cv-0,142,0.5,0.1061,0.57,0.0876
model-cv-0,143,0.6,0.0963,0.57,0.0873
model-cv-0,144,0.48,0.103,0.56,0.0886
model-cv-0,145,0.6,0.089,0.57,0.0875
model-cv-0,146,0.5,0.092,0.57,0.0878
model-cv-0,147,0.58,0.0921,0.57,0.0872
model-cv-0,148,0.6,0.093,0.57,0.088
model-cv-0,149,0.58,0.085,0.57,0.0878
model-cv-0,150,0.66,0.0793,0.57,0.0874
model-cv-0,151,0.46,0.0981,0.57,0.0874
model-cv-0,152,0.58,0.0861,0.57,0.0872
model-cv-0,153,0.5,0.092,0.57,0.0876
model-cv-0,154,0.44,0.1036,0.56,0.0879
model-cv-0,155,0.42,0.1018,0.57,0.0866
model-cv-0,156,0.42,0.1054,0.57,0.0871
model-cv-0,157,0.44,0.1,0.58,0.087
model-cv-0,158,0.62,0.0933,0.56,0.0883
model-cv-0,159,0.66,0.0868,0.56,0.0879
model-cv-0,160,0.56,0.0946,0.57,0.0874
model-cv-0,161,0.54,0.0949,0.57,0.088
model-cv-0,162,0.44,0.1083,0.58,0.0866
model-cv-0,163,0.58,0.0938,0.56,0.0879
model-cv-0,164,0.6,0.0842,0.57,0.0879
model-cv-0,165,0.5,0.102,0.57,0.0871
model-cv-0,166,0.44,0.1007,0.57,0.0879
model-cv-0,167,0.52,0.0927,0.57,0.0883
model-cv-0,168,0.56,0.0908,0.57,0.0884
model-cv-0,169,0.58,0.0915,0.57,0.0877
model-cv-0,170,0.58,0.0933,0.57,0.0877
model-cv-0,171,0.62,0.0902,0.56,0.0879
model-cv-0,172,0.6,0.0855,0.56,0.0887
model-cv-0,173,0.48,0.102,0.57,0.0876
model-cv-0,174,0.52,0.0938,0.57,0.0878
model-cv-0,175,0.62,0.0911,0.56,0.0885
model-cv-0,176,0.54,0.0892,0.57,0.0873
model-cv-0,177,0.52,0.1003,0.57,0.0872
model-cv-0,178,0.6,0.0842,0.57,0.0879
model-cv-0,179,0.54,0.0908,0.57,0.0871
model-cv-0,180,0.62,0.0816,0.57,0.0876
model-cv-0,181,0.58,0.0926,0.57,0.0875
model-cv-0,182,0.52,0.0953,0.57,0.0874
model-cv-0,183,0.6,0.09,0.57,0.0875
model-cv-0,184,0.52,0.0986,0.57,0.0876
model-cv-0,185,0.62,0.0845,0.56,0.0889
model-cv-0,186,0.62,0.0908,0.57,0.088
model-cv-0,187,0.56,0.0936,0.56,0.0881
model-cv-0,188,0.46,0.102,0.57,0.0872
model-cv-0,189,0.48,0.0999,0.56,0.0886
